UF;Município;Ano 2021;Completa;Simplificada;Original;Retificadora;IAP;IAR;SSI;Pré-Preenchida;PGD;APP;Online;Restituição Conta; Restituição PIX; Final Espólio; Saída Definitiva; Feminino; Média Idade;Ano 2020;Ano 2019;Ano 2018
SE;JAPARATUBA;1.074;473;601;961;113;227;635;212;1;1.045;26;3;635;0;0;0;469;48;987;915;863
SE;JAPOATA;497;176;321;429;68;80;311;106;6;487;8;2;311;0;0;0;235;47;427;403;401
SE;LAGARTO;7.507;2.723;4.784;6.828;679;1.666;3.790;2.051;89;7.260;199;48;3.790;0;1;2;3.203;44;6.839;6.387;6.008
SE;LARANJEIRAS;1.622;748;874;1.457;165;496;868;258;2;1.560;54;8;868;0;0;1;641;48;1.529;1.442;1.286
SE;MACAMBIRA;293;92;201;268;25;61;159;73;0;272;18;3;159;0;0;0;131;48;295;268;265
SE;MALHADA DOS BOIS;163;71;92;148;15;39;102;22;2;151;12;0;102;0;0;0;80;47;160;153;132
SE;MALHADOR;572;188;384;509;63;123;336;113;0;555;17;0;336;0;0;0;296;48;544;515;542
SE;MARUIM;1.085;490;595;957;128;200;745;140;2;1.045;33;7;745;0;0;0;330;47;996;903;821
SE;MOITA BONITA;572;172;400;523;49;107;236;229;4;559;11;2;236;0;0;0;278;45;540;563;543
SE;MONTE ALEGRE DE SERGIPE;599;153;446;541;58;109;371;119;9;575;22;2;371;0;0;0;293;45;534;476;423
SE;MURIBECA;366;181;185;329;37;56;254;56;1;355;8;3;254;0;0;0;168;47;331;309;293
SE;NEOPOLIS;1.176;491;685;1.046;130;304;591;281;1;1.156;17;3;591;0;0;0;595;50;1.094;1.130;1.135
SE;NOSSA SENHORA APARECIDA;354;136;218;317;37;90;175;89;5;347;5;2;175;0;0;0;159;46;330;326;310
SE;NOSSA SENHORA DA GLORIA;2.661;952;1.709;2.387;274;512;1.434;715;24;2.563;70;28;1.434;0;0;1;1.198;44;2.339;2.195;2.020
SE;NOSSA SENHORA DAS DORES;1.609;566;1.043;1.434;175;366;905;338;15;1.570;30;9;905;0;0;0;718;46;1.475;1.365;1.235
SE;NOSSA SENHORA DE LOURDES;297;140;157;258;39;62;166;69;3;286;7;4;166;0;0;0;133;46;264;255;242
SE;NOSSA SENHORA DO SOCORRO;12.358;5.402;6.956;10.782;1.576;2.349;7.555;2.454;41;11.631;660;67;7.555;0;1;0;4.469;45;10.972;10.446;9.221
SE;PACATUBA;514;251;263;439;75;57;396;61;1;502;10;2;396;0;0;0;281;51;466;402;392
SE;PEDRA MOLE;117;32;85;107;10;28;75;14;4;114;2;1;75;0;0;0;60;51;113;116;111
SE;PEDRINHAS;480;165;315;419;61;157;238;85;1;471;7;2;238;0;0;0;239;48;419;380;387
SE;PINHAO;201;64;137;191;10;33;125;43;8;194;5;2;125;0;0;1;104;48;199;190;191
SE;PIRAMBU;455;235;220;398;57;67;287;101;1;443;12;0;287;0;0;0;187;47;409;410;369
SE;POCO REDONDO;881;336;545;814;67;125;579;177;7;858;21;2;579;0;0;2;450;44;755;721;684
SE;POCO VERDE;1.017;336;681;904;113;270;496;251;6;989;21;7;496;0;0;1;516;44;976;862;797
SE;PORTO DA FOLHA;1.090;311;779;1.009;81;249;570;271;4;1.070;18;2;570;0;0;0;529;47;992;949;894
SE;PROPRIA;2.516;1.020;1.496;2.243;273;687;1.261;568;30;2.429;68;19;1.261;0;0;4;1.140;49;2.323;2.241;2.247
SE;RIACHAO DO DANTAS;559;187;372;510;49;114;357;88;4;550;8;1;357;0;0;0;309;48;508;483;472
SE;RIACHUELO;466;191;275;422;44;114;281;71;1;457;9;0;281;0;0;2;222;49;432;417;419
SE;RIBEIROPOLIS;1.120;398;722;1.026;94;252;582;286;17;1.090;24;6;582;0;0;0;545;46;1.046;1.012;970
SE;ROSARIO DO CATETE;834;400;434;739;95;163;610;61;3;813;20;1;610;0;0;0;307;47;777;724;633
SE;SALGADO;1.008;402;606;899;109;216;541;251;1;983;23;2;541;0;0;0;475;47;956;894;812
SE;SANTA LUZIA DO ITANHY;248;77;171;225;23;35;172;41;1;238;9;1;172;0;0;0;134;46;237;235;241
SE;SANTA ROSA DE LIMA;183;53;130;166;17;26;135;22;1;171;10;2;135;0;0;0;103;47;174;156;153
SE;SANTANA DO SAO FRANCISCO;359;139;220;285;74;67;238;54;0;354;5;0;238;0;0;0;198;48;299;286;271
SE;SANTO AMARO DAS BROTAS;891;408;483;785;106;130;649;112;1;831;58;2;649;0;0;1;293;47;833;756;707
SE;SAO CRISTOVAO;7.913;3.506;4.407;7.027;886;1.764;4.703;1.446;42;7.482;363;68;4.703;0;0;3;3.336;45;7.150;6.603;5.979
SE;SAO DOMINGOS;469;148;321;423;46;110;242;117;6;443;17;9;242;0;0;0;252;45;422;431;408
SE;SAO FRANCISCO;160;54;106;153;7;30;105;25;6;154;5;1;105;0;0;0;76;47;150;143;139
SE;SAO MIGUEL DO ALEIXO;144;51;93;123;21;32;84;28;1;141;3;0;84;0;0;0;71;47;133;121;125
SE;SIMAO DIAS;2.317;902;1.415;2.072;245;560;1.141;616;20;2.225;74;18;1.141;0;1;0;1.157;47;2.097;1.976;1.927
SE;SIRIRI;487;174;313;438;49;79;358;50;1;473;14;0;358;0;0;0;218;48;437;412;417
SE;TELHA;130;48;82;124;6;36;82;12;1;125;5;0;82;0;0;0;62;50;130;127;114
SE;TOBIAS BARRETO;3.388;944;2.444;3.105;283;603;1.254;1.531;46;3.321;52;15;1.254;0;0;0;1.537;45;3.281;3.136;3.236
SE;TOMAR DO GERU;369;117;252;332;37;63;232;74;1;352;16;1;232;0;0;0;215;47;366;327;328
SE;UMBAUBA;1.182;489;693;1.026;156;268;521;393;6;1.153;24;5;521;0;0;0;578;45;1.088;1.029;1.034
SP;ADAMANTINA;7.805;2.316;5.489;7.346;459;2.132;4.074;1.599;163;7.654;125;26;4.074;0;0;43;3.141;50;7.354;7.031;6.650
SP;ADOLFO;686;196;490;632;54;194;356;136;15;670;14;2;356;0;0;0;217;46;629;557;529
SP;AGUAI;5.006;1.783;3.223;4.624;382;1.036;2.671;1.299;14;4.837;147;22;2.671;0;0;12;1.808;48;4.562;4.333;4.077
SP;AGUAS DA PRATA;1.573;577;996;1.452;121;360;728;485;6;1.524;42;7;728;0;0;6;613;54;1.401;1.319;1.276
SP;AGUAS DE LINDOIA;3.836;894;2.942;3.570;266;847;1.618;1.371;163;3.734;76;26;1.618;0;0;19;1.704;51;3.630;3.492;3.309
SP;AGUAS DE SANTA BARBARA;1.349;435;914;1.242;107;278;743;328;3;1.305;39;5;743;0;0;3;554;52;1.212;1.163;1.164
SP;AGUAS DE SAO PEDRO;1.452;511;941;1.354;98;328;613;511;5;1.422;18;12;613;0;0;4;700;55;1.349;1.367;1.430
SP;AGUDOS;6.752;2.403;4.349;6.222;530;1.694;3.775;1.283;25;6.428;281;43;3.775;0;1;13;2.405;47;6.125;5.844;5.607
SP;ALAMBARI;667;225;442;606;61;117;404;146;3;635;25;7;404;0;0;0;189;47;603;582;533
SP;ALFREDO MARCONDES;626;257;369;579;47;135;384;107;3;608;16;2;384;0;0;3;221;48;587;554;510
SP;ALTAIR;567;188;379;538;29;117;376;74;0;556;10;1;376;0;0;0;132;45;507;512;487
SP;ALTINOPOLIS;2.558;744;1.814;2.390;168;728;1.251;579;13;2.488;61;9;1.251;0;0;11;934;48;2.377;2.313;2.192
SP;ALTO ALEGRE;532;100;432;505;27;173;251;108;2;526;4;2;251;0;0;1;201;50;501;443;442
SP;ALUMINIO;3.897;2.230;1.667;3.517;380;431;3.000;466;9;3.739;136;22;3.000;0;0;3;962;44;3.656;3.390;3.292
SP;ALVARES FLORENCE;588;140;448;561;27;149;292;147;5;575;13;0;292;0;0;0;208;50;541;496;455
SP;ALVARES MACHADO;3.894;1.442;2.452;3.586;308;898;2.242;754;17;3.756;115;23;2.242;0;0;8;1.393;47;3.425;3.140;2.910
SP;ALVARO DE CARVALHO;352;121;231;313;39;73;238;41;0;347;5;0;238;0;0;0;112;47;320;303;291
SP;ALVINLANDIA;340;104;236;320;20;99;150;91;1;328;10;2;150;0;0;0;142;51;308;279;252
SP;AMERICANA;71.534;25.361;46.173;66.082;5.452;15.550;39.404;16.580;453;69.084;1.935;515;39.404;0;22;140;27.552;47;67.487;64.821;61.895
SP;AMERICO BRASILIENSE;5.817;2.144;3.673;5.290;527;1.221;3.777;819;12;5.521;270;26;3.777;0;1;3;1.340;44;5.259;5.031;4.786
SP;AMERICO DE CAMPOS;994;275;719;921;73;258;530;206;4;973;18;3;530;0;0;5;362;48;903;884;851
SP;AMPARO;15.917;5.175;10.742;14.878;1.039;4.073;8.614;3.230;173;15.373;443;101;8.614;0;8;56;6.359;49;14.715;14.175;13.562
SP;ANALANDIA;846;282;564;777;69;204;429;213;1;826;20;0;429;0;0;2;287;50;793;710;649
SP;ANDRADINA;12.084;4.397;7.687;11.138;946;2.817;7.228;2.039;319;11.735;298;51;7.228;0;1;30;4.536;48;11.258;10.644;10.141
SP;ANGATUBA;3.523;1.003;2.520;3.245;278;691;1.983;849;8;3.395;117;11;1.983;0;0;1;1.190;47;3.272;3.090;2.799
SP;ANHEMBI;640;161;479;597;43;143;336;161;1;620;16;4;336;0;0;0;219;49;573;544;514
SP;ANHUMAS;516;186;330;476;40;120;300;96;0;493;19;4;300;0;0;1;207;47;461;412;390
SP;APARECIDA;6.079;1.774;4.305;5.574;505;1.218;3.007;1.854;144;5.798;246;35;3.007;0;1;11;2.570;49;5.923;5.929;5.625
SP;APARECIDA DOESTE;536;138;398;501;35;121;311;104;2;531;5;0;311;0;0;0;202;48;517;493;477
SP;APIAI;2.957;1.053;1.904;2.666;291;662;1.714;581;5;2.816;126;15;1.714;0;0;3;1.179;48;2.726;2.690;2.506
SP;ARACARIGUAMA;3.001;1.136;1.865;2.686;315;489;1.976;536;5;2.719;259;23;1.976;0;0;6;1.076;44;2.656;2.439;2.169
SP;ARACATUBA;44.689;16.866;27.823;41.174;3.515;10.165;24.146;10.378;362;43.323;1.080;286;24.146;0;9;77;18.607;49;42.198;40.698;39.319
SP;ARACOIABA DA SERRA;6.862;2.678;4.184;6.328;534;1.337;3.704;1.821;52;6.574;239;49;3.704;0;0;16;2.815;49;6.201;5.784;5.439
SP;ARAMINA;1.223;424;799;1.108;115;288;771;164;6;1.185;37;1;771;0;0;3;325;47;1.145;1.103;1.056
SP;ARANDU;804;193;611;721;83;128;429;247;4;789;12;3;429;0;2;1;277;49;675;658;614
SP;ARAPEI;160;50;110;155;5;62;83;15;0;159;0;1;83;0;0;0;64;52;145;123;112
SP;ARARAQUARA;60.811;23.020;37.791;55.973;4.838;14.794;33.252;12.765;796;58.462;1.857;492;33.252;0;25;155;24.749;48;56.891;54.324;52.186
SP;ARARAS;34.195;12.096;22.099;31.556;2.639;7.973;18.731;7.491;111;33.037;958;200;18.731;0;5;70;12.742;48;32.111;30.332;28.710
SP;ARCO-IRIS;190;50;140;177;13;54;104;32;1;188;0;2;104;0;0;0;61;48;178;154;117
SP;AREALVA;1.265;357;908;1.189;76;321;609;335;0;1.238;20;7;609;0;0;1;467;51;1.173;1.112;1.059
SP;AREIAS;309;100;209;279;30;86;181;42;0;304;4;1;181;0;0;0;120;51;273;258;236
SP;AREIOPOLIS;1.515;418;1.097;1.416;99;532;811;172;0;1.446;67;2;811;0;0;1;369;45;1.519;1.350;1.303
SP;ARIRANHA;1.751;718;1.033;1.623;128;355;1.210;186;1;1.716;32;3;1.210;0;0;5;429;47;1.660;1.709;1.719
SP;ARTUR NOGUEIRA;9.322;3.674;5.648;8.593;729;1.834;5.523;1.965;38;8.939;313;70;5.523;0;1;17;3.172;46;8.548;7.880;7.441
SP;ARUJA;19.768;7.632;12.136;17.964;1.804;3.833;10.761;5.174;181;18.532;1.084;152;10.761;0;5;22;7.909;46;18.134;17.301;16.148
SP;ASPASIA;273;78;195;255;18;44;152;77;12;272;1;0;152;0;0;1;98;49;249;234;231
SP;ASSIS;22.527;8.092;14.435;20.864;1.663;4.799;12.253;5.475;283;21.825;582;120;12.253;0;1;39;9.516;50;21.070;20.179;19.686
SP;ATIBAIA;36.537;13.688;22.849;33.627;2.910;7.366;17.604;11.567;303;34.894;1.268;375;17.604;0;8;106;16.111;49;33.129;31.124;28.964
SP;AURIFLAMA;1.859;564;1.295;1.768;91;495;946;418;4;1.826;26;7;946;0;0;1;774;50;1.827;1.799;1.789
SP;AVAI;547;175;372;504;43;110;367;70;1;527;19;1;367;0;0;1;190;48;481;432;412
SP;AVANHANDAVA;1.435;446;989;1.317;118;310;930;195;24;1.369;61;5;930;0;0;0;472;46;1.321;1.366;1.289
SP;AVARE;17.978;5.996;11.982;16.562;1.416;3.495;10.459;4.024;99;17.454;424;100;10.459;0;4;38;7.405;49;16.880;16.203;15.424
SP;BADY BASSITT;4.262;1.477;2.785;3.978;284;753;2.571;938;16;4.084;160;18;2.571;0;0;6;1.685;44;3.675;3.201;2.819
SP;BALBINOS;267;72;195;247;20;58;160;49;0;261;6;0;160;0;0;0;93;50;242;243;237
SP;BALSAMO;1.578;468;1.110;1.451;127;292;889;397;5;1.522;46;10;889;0;0;6;587;47;1.473;1.379;1.259
SP;BANANAL;1.254;454;800;1.135;119;338;704;212;10;1.216;30;8;704;0;0;1;512;52;1.115;1.087;1.054
SP;BARAO DE ANTONINA;349;100;249;318;31;87;151;111;1;336;12;1;151;0;0;0;134;48;305;297;271
SP;BARBOSA;565;152;413;512;53;120;318;127;0;560;5;0;318;0;0;0;235;49;494;482;527
SP;BARIRI;5.950;1.513;4.437;5.578;372;1.708;2.925;1.317;36;5.823;98;29;2.925;0;0;26;2.253;50;5.596;5.327;5.188
SP;BARRA BONITA;8.635;2.163;6.472;8.015;620;2.527;4.219;1.889;27;8.439;162;34;4.219;0;0;25;3.008;50;8.210;7.827;7.603
SP;BARRA DO CHAPEU;293;86;207;267;26;54;159;80;1;269;24;0;159;0;0;0;120;46;255;242;210
SP;BARRA DO TURVO;512;180;332;455;57;103;271;138;1;472;37;3;271;0;0;0;216;49;438;403;355
SP;BARRETOS;26.767;8.097;18.670;24.901;1.866;5.738;14.170;6.859;609;25.965;671;131;14.170;0;2;54;11.448;48;25.012;23.770;22.828
SP;BARRINHA;5.256;2.034;3.222;4.818;438;1.268;3.274;714;4;5.051;184;21;3.274;0;0;4;1.323;43;4.709;4.327;4.087
SP;BARUERI;84.459;32.808;51.651;76.788;7.671;14.459;51.192;18.808;749;77.856;5.523;1.080;51.192;0;90;73;35.873;43;78.633;73.171;66.906
SP;BASTOS;2.891;789;2.102;2.738;153;884;1.498;509;28;2.808;75;8;1.498;0;0;9;967;49;2.628;2.475;2.265
SP;BATATAIS;13.730;4.078;9.652;12.749;981;3.577;7.307;2.846;37;13.249;428;53;7.307;0;2;37;4.657;48;12.975;12.424;12.065
SP;BAURU;94.394;36.250;58.144;87.281;7.113;21.820;50.596;21.978;947;90.497;3.201;696;50.596;0;18;218;40.736;49;88.204;84.809;81.555
SP;BEBEDOURO;15.716;5.822;9.894;14.493;1.223;3.620;8.255;3.841;112;15.293;340;83;8.255;0;1;31;6.064;48;14.516;13.832;13.230
SP;BENTO DE ABREU;561;210;351;517;44;137;371;53;3;552;8;1;371;0;0;0;123;48;515;486;445
SP;BERNARDINO DE CAMPOS;1.744;448;1.296;1.649;95;474;920;350;9;1.688;47;9;920;0;0;3;663;50;1.652;1.543;1.446
SP;BERTIOGA;10.688;4.087;6.601;9.740;948;1.958;5.875;2.855;48;9.858;732;98;5.875;0;1;24;3.979;47;9.401;8.803;8.454
SP;BILAC;1.256;373;883;1.181;75;269;680;307;0;1.241;14;1;680;0;0;3;548;50;1.184;1.057;1.006
SP;BIRIGUI;19.708;6.139;13.569;18.386;1.322;4.566;10.570;4.572;210;19.194;427;87;10.570;0;2;31;8.320;48;18.799;17.653;16.684
SP;BIRITIBA-MIRIM;3.491;1.385;2.106;3.178;313;601;2.022;868;4;3.256;217;18;2.022;0;0;6;1.199;48;3.107;2.961;2.742
SP;BOA ESPERANCA DO SUL;1.786;619;1.167;1.665;121;418;933;435;0;1.699;82;5;933;0;0;2;604;47;1.640;1.575;1.441
SP;BOCAINA;2.084;479;1.605;1.964;120;633;1.047;404;4;2.023;59;2;1.047;0;0;4;727;47;2.025;1.847;1.718
SP;BOFETE;1.129;315;814;1.038;91;280;595;254;10;1.086;37;6;595;0;0;4;389;50;998;949;950
SP;BOITUVA;13.344;4.706;8.638;12.235;1.109;2.408;7.329;3.607;68;12.758;460;126;7.329;0;2;36;4.956;47;12.371;11.681;10.885
SP;BOM JESUS DOS PERDOES;3.930;1.313;2.617;3.576;354;622;2.279;1.029;26;3.674;209;47;2.279;0;0;6;1.469;46;3.649;3.437;3.153
SP;BOM SUCESSO DE ITARARE;342;104;238;318;24;69;164;109;0;332;10;0;164;0;0;0;109;46;286;253;246
SP;BORA;171;40;131;155;16;49;103;19;1;164;7;0;103;0;0;0;35;49;157;163;171
SP;BORACEIA;681;202;479;643;38;186;404;91;43;660;20;1;404;0;0;0;223;46;631;579;551
SP;BORBOREMA;2.291;522;1.769;2.159;132;621;967;703;4;2.249;33;9;967;0;1;4;883;50;2.163;2.082;2.056
SP;BOREBI;356;174;182;325;31;77;170;109;0;346;9;1;170;0;0;2;122;48;315;299;308
SP;BOTUCATU;35.587;12.821;22.766;32.974;2.613;8.308;19.371;7.908;172;34.419;918;250;19.371;0;5;97;15.485;49;33.983;32.369;30.986
SP;BRAGANCA PAULISTA;38.366;13.471;24.895;35.530;2.836;8.112;20.431;9.823;368;36.717;1.337;312;20.431;0;6;64;16.115;47;34.970;33.053;31.224
SP;BRAUNA;701;220;481;648;53;164;424;113;5;661;38;2;424;0;0;2;276;49;673;620;576
SP;BREJO ALEGRE;245;79;166;224;21;66;127;52;0;239;6;0;127;0;0;1;85;48;211;198;201
SP;BRODOWSKI;4.851;1.270;3.581;4.436;415;1.032;2.430;1.389;20;4.699;133;19;2.430;0;0;8;1.959;48;4.618;4.342;4.180
SP;BROTAS;4.459;1.352;3.107;4.133;326;1.150;2.369;940;35;4.291;137;31;2.369;0;0;8;1.596;49;4.016;3.818;3.501
SP;BURI;1.782;605;1.177;1.662;120;376;842;564;6;1.736;37;9;842;0;0;0;675;47;1.601;1.511;1.480
SP;BURITAMA;2.441;736;1.705;2.275;166;576;1.321;544;18;2.373;56;12;1.321;0;0;4;1.014;50;2.349;2.218;2.089
SP;BURITIZAL;905;360;545;819;86;179;554;172;1;882;23;0;554;0;0;1;305;47;851;798;786
SP;CABRALIA PAULISTA;449;120;329;418;31;112;247;90;1;434;11;4;247;0;0;1;175;48;409;366;360
SP;CABREUVA;8.981;3.043;5.938;8.210;771;1.663;5.393;1.925;17;8.428;503;50;5.393;0;0;6;2.929;44;8.240;7.699;7.259
SP;CACAPAVA;21.623;9.566;12.057;19.359;2.264;4.333;13.390;3.900;43;20.694;788;141;13.390;0;5;36;7.291;48;19.934;19.073;18.226
SP;CACHOEIRA PAULISTA;5.960;2.445;3.515;5.426;534;1.240;3.629;1.091;19;5.726;198;36;3.629;0;3;10;2.320;51;5.525;5.319;5.147
SP;CACONDE;2.097;656;1.441;1.964;133;509;978;610;12;2.062;27;8;978;0;2;4;843;51;1.933;1.849;1.735
SP;CAFELANDIA;2.660;823;1.837;2.487;173;656;1.483;521;10;2.568;79;13;1.483;0;0;6;994;50;2.552;2.475;2.376
SP;CAIABU;643;193;450;595;48;177;332;134;1;624;18;1;332;0;0;0;162;47;602;554;557
SP;CAIEIRAS;21.679;9.149;12.530;19.524;2.155;3.681;13.875;4.123;64;20.193;1.298;188;13.875;0;1;26;8.527;45;20.084;19.132;17.858
SP;CAIUA;409;132;277;384;25;74;264;71;0;394;15;0;264;0;0;1;150;50;396;368;351
SP;CAJAMAR;20.833;8.041;12.792;18.708;2.125;3.283;13.977;3.573;64;19.205;1.455;173;13.977;0;10;6;7.950;42;18.318;16.808;15.348
SP;CAJATI;3.591;1.357;2.234;3.208;383;672;2.336;583;9;3.403;160;28;2.336;0;0;6;959;46;3.143;3.039;2.890
SP;CAJOBI;1.421;478;943;1.293;128;342;841;238;0;1.375;41;5;841;0;0;4;451;48;1.289;1.248;1.232
SP;CAJURU;4.004;1.326;2.678;3.767;237;1.055;1.958;991;31;3.910;75;19;1.958;0;0;11;1.437;49;3.882;3.709;3.645
SP;CAMPINA DO MONTE ALEGRE;730;202;528;667;63;129;375;226;0;710;17;3;375;0;0;0;247;47;604;577;567
SP;CAMPINAS;355.822;150.088;205.734;328.251;27.571;73.209;196.507;86.106;3.637;338.879;12.975;3.968;196.507;0;155;911;158.809;48;340.430;328.000;316.332
SP;CAMPO LIMPO PAULISTA;16.770;6.701;10.069;15.190;1.580;2.702;10.896;3.172;51;15.535;1.031;204;10.896;0;5;12;5.803;46;15.572;14.923;14.045
SP;CAMPOS DO JORDAO;7.685;2.241;5.444;7.167;518;1.668;3.664;2.353;23;7.222;410;53;3.664;0;1;9;3.404;49;7.345;7.091;6.670
SP;CAMPOS NOVOS PAULISTA;494;107;387;456;38;107;267;120;1;481;12;1;267;0;0;1;184;50;451;414;389
SP;CANANEIA;1.517;412;1.105;1.373;144;295;893;329;5;1.457;46;14;893;0;0;4;648;51;1.363;1.315;1.239
SP;CANAS;495;187;308;461;34;105;314;76;0;471;20;4;314;0;0;1;152;47;449;433;388
SP;CANDIDO MOTA;5.850;1.581;4.269;5.418;432;1.447;2.933;1.470;326;5.668;159;23;2.933;0;0;13;2.126;49;5.605;5.301;5.082
SP;CANDIDO RODRIGUES;416;111;305;391;25;123;191;102;1;403;13;0;191;0;0;1;135;51;391;376;333
SP;CANITAR;689;255;434;609;80;209;426;54;3;635;44;10;426;0;0;1;140;41;611;477;426
SP;CAPAO BONITO;5.626;1.629;3.997;5.133;493;1.374;2.879;1.373;16;5.392;210;24;2.879;0;1;4;2.026;48;5.335;5.056;4.879
SP;CAPELA DO ALTO;2.141;850;1.291;1.963;178;416;1.209;516;2;2.027;103;11;1.209;0;0;2;775;47;1.916;1.806;1.681
SP;CAPIVARI;10.877;4.178;6.699;10.055;822;2.620;6.267;1.990;82;10.495;329;53;6.267;0;1;32;3.720;47;10.081;9.619;9.102
SP;CARAGUATATUBA;23.903;8.896;15.007;21.888;2.015;4.060;13.624;6.219;101;22.311;1.379;213;13.624;0;4;26;10.065;49;21.856;20.663;19.146
SP;CARAPICUIBA;73.489;29.712;43.777;66.271;7.218;11.047;47.855;14.587;194;66.698;6.021;770;47.855;0;6;58;29.198;44;68.656;65.407;61.459
SP;CARDOSO;1.630;503;1.127;1.526;104;300;1.010;320;4;1.566;58;6;1.010;0;0;9;614;50;1.515;1.485;1.486
SP;CASA BRANCA;5.898;2.373;3.525;5.286;612;1.281;3.328;1.289;14;5.787;88;23;3.328;0;0;19;2.373;51;5.387;5.268;5.163
SP;CASSIA DOS COQUEIROS;466;111;355;444;22;111;205;150;0;460;6;0;205;0;0;0;193;53;440;422;383
SP;CASTILHO;2.880;1.095;1.785;2.605;275;657;1.940;283;24;2.715;145;20;1.940;0;0;3;819;46;2.561;2.387;2.335
SP;CATANDUVA;28.495;8.787;19.708;26.616;1.879;6.520;15.070;6.905;393;27.853;504;138;15.070;0;6;75;11.537;48;27.120;25.971;25.124
SP;CATIGUA;1.504;561;943;1.403;101;362;1.032;110;0;1.448;55;1;1.032;0;0;1;295;46;1.377;1.327;1.239
SP;CEDRAL;2.334;728;1.606;2.165;169;471;1.309;554;11;2.246;73;15;1.309;0;0;6;905;47;2.084;1.846;1.658
SP;CERQUEIRA CESAR;3.222;1.000;2.222;2.964;258;680;1.918;624;10;3.094;103;25;1.918;0;0;7;1.178;49;2.981;2.763;2.684
SP;CERQUILHO;10.167;3.232;6.935;9.380;787;2.215;5.650;2.302;34;9.813;310;44;5.650;0;1;26;3.548;48;9.465;8.989;8.568
SP;CESARIO LANGE;2.648;759;1.889;2.420;228;557;1.316;775;13;2.502;122;24;1.316;0;0;7;875;48;2.327;2.240;2.010
SP;CHARQUEADA;3.226;988;2.238;2.952;274;628;1.980;618;4;3.056;156;14;1.980;0;0;10;874;47;3.063;2.882;2.771
SP;CHAVANTES;1.805;580;1.225;1.644;161;600;991;214;6;1.754;45;6;991;0;1;1;542;49;1.607;1.529;1.439
SP;CLEMENTINA;1.127;360;767;1.062;65;181;769;177;4;1.089;33;5;769;0;0;0;304;44;1.018;1.019;1.061
SP;COLINA;3.348;1.016;2.332;3.178;170;756;1.902;690;80;3.233;100;15;1.902;0;0;1;1.166;48;3.129;3.009;2.839
SP;COLOMBIA;875;279;596;791;84;154;550;171;1;838;32;5;550;0;0;0;275;45;752;735;721
SP;CONCHAL;4.232;1.537;2.695;3.842;390;945;2.252;1.035;18;4.037;174;21;2.252;0;0;14;1.386;47;3.772;3.572;3.405
SP;CONCHAS;2.685;637;2.048;2.508;177;595;1.295;795;6;2.629;44;12;1.295;0;0;9;1.113;52;2.529;2.473;2.385
SP;CORDEIROPOLIS;6.062;2.339;3.723;5.621;441;1.379;3.776;907;15;5.853;176;33;3.776;0;0;11;1.878;45;5.476;5.213;4.910
SP;COROADOS;610;162;448;566;44;134;311;165;9;589;20;1;311;0;0;2;235;49;572;543;536
SP;CORONEL MACEDO;487;114;373;440;47;105;259;123;0;458;28;1;259;0;0;0;184;47;451;372;373
SP;CORUMBATAI;761;241;520;720;41;186;430;145;5;745;12;4;430;0;0;3;234;46;733;686;665
SP;COSMOPOLIS;13.195;5.911;7.284;12.199;996;2.056;8.922;2.217;27;12.691;426;78;8.922;0;2;13;3.895;46;12.818;11.762;11.046
SP;COSMORAMA;1.431;350;1.081;1.335;96;261;674;496;3;1.405;23;3;674;0;0;3;488;49;1.275;1.204;1.133
SP;COTIA;67.774;27.188;40.586;61.644;6.130;11.263;38.957;17.554;409;62.851;4.095;828;38.957;0;13;80;29.179;45;61.717;58.412;54.600
SP;CRAVINHOS;6.940;2.260;4.680;6.392;548;1.463;3.757;1.720;35;6.726;176;38;3.757;0;1;13;2.393;47;6.443;6.015;5.762
SP;CRISTAIS PAULISTA;982;336;646;914;68;310;464;208;14;944;30;8;464;0;0;4;367;48;933;819;749
SP;CRUZALIA;462;115;347;442;20;179;173;110;0;459;3;0;173;0;0;0;177;50;447;409;421
SP;CRUZEIRO;15.322;5.895;9.427;13.893;1.429;3.619;9.104;2.599;39;14.789;459;74;9.104;0;1;28;5.076;48;14.181;13.670;13.163
SP;CUBATAO;22.012;9.181;12.831;19.683;2.329;3.709;14.733;3.570;57;20.414;1.459;139;14.733;0;3;37;6.773;47;20.520;19.243;18.055
SP;CUNHA;1.994;613;1.381;1.866;128;449;1.053;492;5;1.938;50;6;1.053;0;0;4;864;51;1.873;1.761;1.647
SP;DESCALVADO;7.069;2.324;4.745;6.575;494;1.762;3.843;1.464;37;6.874;172;23;3.843;0;0;14;2.377;48;6.586;6.355;5.958
SP;DIADEMA;84.110;33.255;50.855;75.533;8.577;13.196;54.068;16.846;229;77.563;5.793;754;54.068;0;13;72;33.561;44;77.241;73.869;67.938
SP;DIRCE REIS;237;58;179;229;8;48;158;31;2;233;4;0;158;0;0;2;77;47;235;212;193
SP;DIVINOLANDIA;2.143;410;1.733;2.023;120;535;632;976;11;2.113;20;10;632;0;0;8;888;49;1.984;1.861;1.748
SP;DOBRADA;1.487;475;1.012;1.360;127;306;1.017;164;4;1.396;89;2;1.017;0;0;0;378;44;1.302;1.239;1.183
SP;DOIS CORREGOS;4.532;1.065;3.467;4.217;315;1.212;2.104;1.216;10;4.408;109;15;2.104;0;0;25;1.668;50;4.349;4.232;4.059
SP;DOLCINOPOLIS;390;90;300;370;20;96;233;61;0;384;6;0;233;0;0;0;145;49;337;310;313
