uf,municipio,d2021,d2022,d2023,d2024
CE,ARARENDA,272,509,443,473
CE,ARARIPE,661,738,934,1061
CE,ARATUBA,326,376,509,601
CE,ARNEIROZ,197,210,330,419
CE,ASSARE,880,901,1104,1215
CE,AURORA,785,815,1013,1170
CE,BAIXIO,253,273,333,358
CE,BANABUIU,675,800,935,1134
CE,BARBALHA,4725,5076,5878,6506
CE,BARREIRA,791,804,977,1105
CE,BARRO,769,843,1052,1200
CE,BARROQUINHA,359,395,467,544
CE,BATURITE,1901,1909,2300,2481
CE,BEBERIBE,2092,2338,2798,2987
CE,BELA CRUZ,1129,1330,1554,1651
CE,BOA VIAGEM,1543,1743,2221,2761
CE,BREJO SANTO,2918,3153,3911,4228
CE,CAMOCIM,3448,3746,4674,4756
CE,CAMPOS SALES,1196,1399,1788,1661
CE,CANINDE,4168,4543,5290,5567
CE,CAPISTRANO,602,623,743,875
CE,CARIDADE,465,519,718,894
CE,CARIRE,503,513,604,872
CE,CARIRIACU,803,982,1119,1231
CE,CARIUS,403,477,655,821
CE,CARNAUBAL,513,613,689,882
CE,CASCAVEL,3685,4396,5096,5325
CE,CATARINA,484,481,551,623
CE,CATUNDA,365,405,461,594
CE,CAUCAIA,28566,30811,37986,40387
CE,CEDRO,1041,1099,1305,1436
CE,CHAVAL,515,492,617,719
CE,CHORO,301,302,354,428
CE,CHOROZINHO,856,863,989,1126
CE,COREAU,734,945,1072,1285
CE,CRATEUS,5530,5447,6667,7513
CE,CRATO,12776,13242,14965,15987
CE,CROATA,403,461,557,709
CE,CRUZ,1215,1531,1761,1929
CE,DEPUTADO IRAPUAN PINHEIRO,189,244,277,328
CE,ERERE,195,221,323,395
CE,EUSEBIO,11093,12026,14952,16676
CE,FARIAS BRITO,594,599,865,875
CE,FORQUILHA,929,1061,1308,1402
CE,FORTALEZA,424867,438919,483360,495333
CE,FORTIM,689,794,982,1188
CE,FRECHEIRINHA,646,796,934,1025
CE,GENERAL SAMPAIO,196,202,294,348
CE,GRACA,492,497,592,666
CE,GRANJA,1397,1575,2049,2362
CE,GRANJEIRO,125,165,192,211
CE,GROAIRAS,600,581,688,782
CE,GUAIUBA,693,823,934,1083
CE,GUARACIABA DO NORTE,1671,1870,2227,2410
CE,GUARAMIRANGA,222,228,335,373
CE,HIDROLANDIA,579,605,759,843
CE,HORIZONTE,3811,4317,5356,6160
CE,IBARETAMA,295,325,390,445
CE,IBIAPINA,957,1034,1226,1470
CE,IBICUITINGA,373,375,442,515
CE,ICAPUI,1319,1432,1634,1767
CE,ICO,2536,3072,3588,3655
CE,IGUATU,7672,8188,9559,10061
CE,INDEPENDENCIA,1169,1149,1313,1431
CE,IPAPORANGA,260,352,380,453
CE,IPAUMIRIM,444,514,640,715
CE,IPU,1800,1908,2544,2505
CE,IPUEIRAS,1010,1180,1486,1816
CE,IRACEMA,698,855,1011,1126
CE,IRAUCUBA,772,927,1127,1219
CE,ITAICABA,326,440,506,534
CE,ITAITINGA,3971,4776,6093,6346
CE,ITAPAJE,2011,2407,2714,2997
CE,ITAPIPOCA,5841,6594,7911,8698
CE,ITAPIUNA,494,552,778,803
CE,ITAREMA,1547,1624,2034,2351
CE,ITATIRA,632,638,728,911
CE,JAGUARETAMA,711,591,741,838
CE,JAGUARIBARA,467,638,648,730
CE,JAGUARIBE,2287,2356,2751,2911
CE,JAGUARUANA,1493,1631,2024,2208
CE,JARDIM,972,1367,1883,2465
CE,JATI,382,399,490,538
CE,JIJOCA DE JERICOACOARA,1197,1410,1806,1921
CE,JUAZEIRO DO NORTE,23639,25111,28627,30325
CE,JUCAS,1020,1065,1237,1302
CE,LAVRAS DA MANGABEIRA,1121,1204,1396,1507
CE,LIMOEIRO DO NORTE,5327,5555,6512,7389
CE,MADALENA,494,612,760,777
CE,MARACANAU,18892,20212,24645,26559
CE,MARANGUAPE,6051,6520,7894,8422
CE,MARCO,887,1210,1481,1625
CE,MARTINOPOLE,348,394,445,483
CE,MASSAPE,1476,1666,1994,2189
CE,MAURITI,1902,2020,2529,3032
CE,MERUOCA,577,646,775,912
CE,MILAGRES,1569,1856,2299,2693
CE,MILHA,512,518,626,699
CE,MIRAIMA,247,269,338,440
CE,MISSAO VELHA,1520,1624,1902,2158
CE,MOMBACA,1571,1501,1761,1942
CE,MONSENHOR TABOSA,818,724,1025,1167
CE,MORADA NOVA,2755,3083,3675,4143
CE,MORAUJO,335,340,401,444
CE,MORRINHOS,555,736,852,908
CE,MUCAMBO,474,522,724,817
CE,MULUNGU,289,306,382,439
CE,NOVA OLINDA,635,651,753,856
CE,NOVA RUSSAS,1675,1731,1913,2141
CE,NOVO ORIENTE,809,897,1123,1234
CE,OCARA,812,900,1054,1133
CE,OROS,895,1016,1126,1199
CE,PACAJUS,3938,4227,5169,5602
CE,PACATUBA,4299,4897,6294,7097
CE,PACOTI,395,426,561,613
CE,PACUJA,303,303,373,400
CE,PALHANO,355,444,476,594
CE,PALMACIA,329,366,451,503
CE,PARACURU,2422,2601,3376,3639
CE,PARAIPABA,1675,1773,2136,2245
CE,PARAMBU,512,508,634,778
CE,PARAMOTI,386,394,492,569
CE,PEDRA BRANCA,1186,1367,1831,2178
CE,PENAFORTE,464,550,679,703
CE,PENTECOSTE,1542,1521,2019,2097
CE,PEREIRO,643,1291,1133,1292
CE,PINDORETAMA,1149,1228,1404,1632
CE,PIQUET CARNEIRO,434,427,548,649
CE,PIRES FERREIRA,214,222,302,345
CE,PORANGA,404,450,566,670
CE,PORTEIRAS,594,803,1023,1095
CE,POTENGI,389,396,457,517
CE,POTIRETAMA,172,207,300,352
CE,QUITERIANOPOLIS,516,574,722,987
CE,QUIXADA,5189,5560,6466,7009
CE,QUIXELO,406,442,559,627
CE,QUIXERAMOBIM,3775,4046,4998,5578
CE,QUIXERE,943,1099,1443,1666
CE,REDENCAO,1060,1110,1452,1615
CE,RERIUTABA,813,848,1054,1159
CE,RUSSAS,4749,5276,6150,6482
CE,SABOEIRO,447,529,609,670
CE,SALITRE,256,532,460,532
CE,SANTA QUITERIA,1805,2057,2377,2601
CE,SANTANA DO ACARAU,1095,1180,1318,1421
CE,SANTANA DO CARIRI,462,490,595,667
CE,SAO BENEDITO,2288,2587,3216,3131
CE,SAO GONCALO DO AMARANTE,3783,4541,5764,6457
CE,SAO JOAO DO JAGUARIBE,354,358,429,486
CE,SAO LUIS DO CURU,492,539,618,731
CE,SENADOR POMPEU,1134,1212,1514,1719
CE,SENADOR SA,198,240,320,351
CE,SOBRAL,19853,21272,24712,26398
CE,SOLONOPOLE,684,797,913,1065
CE,TABULEIRO DO NORTE,2151,2450,2949,3284
CE,TAMBORIL,773,829,1102,1216
CE,TARRAFAS,238,271,356,377
CE,TAUA,3420,3503,4777,4694
CE,TEJUCUOCA,340,442,571,644
CE,TIANGUA,4954,5185,6143,6284
CE,TRAIRI,1806,1968,2458,2789
CE,TURURU,398,514,598,672
CE,UBAJARA,2039,2071,2587,2637
CE,UMARI,246,267,340,372
CE,UMIRIM,512,551,683,758
CE,URUBURETAMA,780,819,1003,1035
CE,URUOCA,531,547,705,725
CE,VARJOTA,1078,1339,1441,1466
CE,VARZEA ALEGRE,1544,1647,2129,2203
CE,VICOSA DO CEARA,1716,1823,2368,2829
DF,BRASILIA,837279,866982,938936,952076
ES,AFONSO CLAUDIO,2531,2772,3228,3535
ES,AGUA DOCE DO NORTE,841,920,1152,1199
ES,AGUIA BRANCA,922,972,1184,1247
ES,ALEGRE,3970,4193,4683,4960
ES,ALFREDO CHAVES,1401,1518,1708,1851
ES,ALTO RIO NOVO,512,601,654,700
ES,ANCHIETA,3851,4225,4990,5353
ES,APIACA,678,713,782,859
ES,ARACRUZ,15951,21710,22503,22960
ES,ATILIO VIVACQUA,802,997,1193,1335
ES,BAIXO GUANDU,5967,8579,7037,5735
ES,BARRA DE SAO FRANCISCO,4692,5248,6363,6572
ES,BOA ESPERANCA,1191,1275,1478,1594
ES,BOM JESUS DO NORTE,1117,1158,1360,1438
ES,BREJETUBA,695,766,883,961
ES,CACHOEIRO DE ITAPEMIRIM,31878,34521,39924,41838
ES,CARIACICA,48837,52919,61479,65468
ES,CASTELO,4925,5278,6117,6317
ES,COLATINA,18821,21365,24295,25597
ES,CONCEICAO DA BARRA,2814,5338,5339,4569
ES,CONCEICAO DO CASTELO,1155,1278,1489,1651
ES,DIVINO DE SAO LOURENCO,320,380,465,492
ES,DOMINGOS MARTINS,3892,4182,4963,5228
ES,DORES DO RIO PRETO,500,505,600,627
ES,ECOPORANGA,1993,2373,2879,2657
ES,FUNDAO,2467,2693,3257,3397
ES,GOVERNADOR LINDENBERG,879,964,1091,1232
ES,GUACUI,3232,3516,3927,4085
ES,GUARAPARI,19019,20662,24157,25599
ES,IBATIBA,1841,1983,2302,2427
ES,IBIRACU,1707,1880,2163,2286
ES,IBITIRAMA,575,598,705,720
ES,ICONHA,1684,1803,2009,2108
ES,IRUPI,879,905,1140,1204
ES,ITAGUACU,1292,1362,1584,1657
ES,ITAPEMIRIM,3707,3917,4998,5181
ES,ITARANA,1058,1178,1448,1539
ES,IUNA,2643,2800,3127,3258
ES,JAGUARE,2072,2381,2879,3043
ES,JERONIMO MONTEIRO,1367,1491,1798,1842
ES,JOAO NEIVA,3078,3264,3682,3757
ES,LARANJA DA TERRA,653,714,852,1053
ES,LINHARES,23988,30710,33335,34552
ES,MANTENOPOLIS,1168,1200,1396,1430
ES,MARATAIZES,5119,5337,6389,6688
ES,MARECHAL FLORIANO,1962,2277,2756,2897
ES,MARILANDIA,1118,1342,1548,1684
ES,MIMOSO DO SUL,2340,2490,2854,2997
ES,MONTANHA,1717,1923,2171,2322
ES,MUCURICI,319,382,470,513
ES,MUNIZ FREIRE,1637,1737,1967,2145
ES,MUQUI,1726,1814,2092,2275
ES,NOVA VENECIA,6070,6914,7939,8439
ES,PANCAS,1300,1463,1701,1811
ES,PEDRO CANARIO,2066,2316,2716,2956
ES,PINHEIROS,2340,2440,2752,2939
ES,PIUMA,2568,2716,3286,3511
ES,PONTO BELO,438,470,617,616
ES,PRESIDENTE KENNEDY,1114,1133,1561,1883
ES,RIO BANANAL,1714,1892,2115,2234
ES,RIO NOVO DO SUL,1288,1340,1617,1635
ES,SANTA LEOPOLDINA,828,875,1074,1124
ES,SANTA MARIA DE JETIBA,3154,3640,4322,4711
ES,SANTA TERESA,3415,3700,4264,4359
ES,SAO DOMINGOS DO NORTE,939,1015,1203,1326
ES,SAO GABRIEL DA PALHA,3673,4036,4636,4803
ES,SAO JOSE DO CALCADO,1063,1187,1362,1438
ES,SAO MATEUS,16971,21036,22353,23329
ES,SAO ROQUE DO CANAA,874,1000,1226,1296
ES,SERRA,86298,94968,111428,119540
ES,SOORETAMA,1737,2053,2477,2747
ES,VARGEM ALTA,1820,2103,2619,2777
ES,VENDA NOVA DO IMIGRANTE,3537,3709,4332,4549
ES,VIANA,7252,8197,9999,10652
ES,VILA PAVAO,581,682,754,878
ES,VILA VALERIO,1154,1368,1554,1678
ES,VILA VELHA,116974,123348,136336,141186
ES,VITORIA,113984,118060,126297,129035
EX,EXTERIOR,29715,28606,33034,33552
GO,ABADIA DE GOIAS,1198,1386,1746,1975
GO,ABADIANIA,1099,1185,1404,1530
GO,ACREUNA,2718,3011,3572,4020
GO,ADELANDIA,238,262,290,309
GO,AGUA FRIA DE GOIAS,397,470,636,750
GO,AGUA LIMPA,221,223,269,291
GO,AGUAS LINDAS DE GOIAS,13664,15459,19873,22008
GO,ALEXANIA,3125,3225,3994,4263
GO,ALOANDIA,272,316,385,387
GO,ALTO HORIZONTE,1063,1203,1485,1636
GO,ALTO PARAISO DE GOIAS,959,1151,1387,1446
GO,ALVORADA DO NORTE,765,875,1055,1137
GO,AMARALINA,167,194,277,307
GO,AMERICANO DO BRASIL,433,496,609,722
GO,AMORINOPOLIS,402,431,502,552
GO,ANAPOLIS,70378,76970,87790,92310
GO,ANHANGUERA,139,164,185,194
GO,ANICUNS,2319,2449,2996,3206
GO,APARECIDA DE GOIANIA,72946,80323,95855,103587
GO,APARECIDA DO RIO DOCE,362,411,505,525
GO,APORE,563,682,829,999
GO,ARACU,347,403,563,598
GO,ARAGARCAS,2490,2635,3170,3237
GO,ARAGOIANIA,799,857,1063,1184
GO,ARAGUAPAZ,592,641,904,1014
GO,ARENOPOLIS,345,387,482,466
GO,ARUANA,736,830,1014,1087
GO,AURILANDIA,365,381,477,490
GO,AVELINOPOLIS,274,310,357,358
GO,BALIZA,168,200,242,260
GO,BARRO ALTO,1253,1402,1784,1919
GO,BELA VISTA DE GOIAS,3641,3885,4557,4962
GO,BOM JARDIM DE GOIAS,766,900,1076,1109
GO,BOM JESUS,4719,4969,5918,6366
GO,BONFINOPOLIS,731,815,1049,1180
GO,BONOPOLIS,221,271,354,437
GO,BRAZABRANTES,426,442,500,580
GO,BRITANIA,668,746,901,970
GO,BURITI ALEGRE,1165,1198,1492,1580
GO,BURITI DE GOIAS,246,290,348,364
GO,BURITINOPOLIS,272,329,385,458
GO,CABECEIRAS,670,771,999,1037
GO,CACHOEIRA ALTA,1896,2096,2362,2599
GO,CACHOEIRA DE GOIAS,170,153,208,210
GO,CACHOEIRA DOURADA,1363,1648,2081,2049
GO,CACU,2192,2361,2703,2717
GO,CAIAPONIA,2215,2392,2790,2952
GO,CALDAS NOVAS,14390,16183,18283,19363
GO,CALDAZINHA,360,400,463,523
GO,CAMPESTRE DE GOIAS,246,265,339,393
GO,CAMPINACU,202,223,297,330
GO,CAMPINORTE,1559,1672,2032,2280
GO,CAMPO ALEGRE DE GOIAS,832,929,1150,1297
GO,CAMPO LIMPO DE GOIAS,448,542,702,783
GO,CAMPOS BELOS,2054,2068,2500,2715
GO,CAMPOS VERDES,248,247,347,389
GO,CARMO DO RIO VERDE,1253,1374,1628,1792
GO,CASTELANDIA,469,438,513,533
GO,CATALAO,21063,22608,26398,27679
GO,CATURAI,438,511,581,611
GO,CAVALCANTE,454,545,625,692
GO,CERES,3833,4038,4713,4865
GO,CEZARINA,882,975,1171,1194
GO,CHAPADAO DO CEU,3166,3473,4034,4366
GO,CIDADE OCIDENTAL,7989,8882,10730,11297
GO,COCALZINHO DE GOIAS,1218,1365,1825,1947
GO,COLINAS DO SUL,254,286,352,386
GO,CORREGO DO OURO,307,320,344,376
GO,CORUMBA DE GOIAS,636,734,878,961
GO,CORUMBAIBA,1183,1317,1524,1603
GO,CRISTALINA,6829,7735,9470,10260
GO,CRISTIANOPOLIS,332,364,422,448
GO,CRIXAS,2904,3202,3776,3851
GO,CROMINIA,546,551,678,710
GO,CUMARI,340,362,448,479
GO,DAMIANOPOLIS,302,349,446,476
GO,DAMOLANDIA,298,294,348,371
GO,DAVINOPOLIS,163,171,224,244
GO,DIORAMA,198,230,385,308
GO,DIVINOPOLIS DE GOIAS,364,408,503,562
GO,DOVERLANDIA,750,749,954,1062
GO,EDEALINA,550,587,713,769
GO,EDEIA,1782,1954,2311,2500
GO,ESTRELA DO NORTE,307,337,417,487
GO,FAINA,437,508,648,646
GO,FAZENDA NOVA,453,450,536,540
GO,FIRMINOPOLIS,1356,1471,1656,1764
GO,FLORES DE GOIAS,427,494,584,673
GO,FORMOSA,18154,19866,23291,24215
GO,FORMOSO,534,567,643,683
GO,GAMELEIRA DE GOIAS,220,239,353,397
GO,GOIANAPOLIS,905,1046,1275,1325
GO,GOIANDIRA,793,802,994,1017
GO,GOIANESIA,9957,11159,13779,15506
GO,GOIANIA,382313,398506,437750,454812
GO,GOIANIRA,5789,6577,8052,9099
GO,GOIAS,3077,3223,3776,4061
GO,GOIATUBA,6341,6946,7869,8116
GO,GOUVELANDIA,708,794,1003,1119
GO,GUAPO,1732,1898,2306,2555
GO,GUARAITA,241,239,269,267
GO,GUARANI DE GOIAS,229,265,335,376
GO,GUARINOS,133,181,239,295
GO,HEITORAI,241,230,261,325
GO,HIDROLANDIA,2411,2795,3518,3727
GO,HIDROLINA,355,381,468,503
GO,IACIARA,815,1013,1294,1385
GO,INACIOLANDIA,1104,1183,1414,1547
GO,INDIARA,1782,1938,2484,2806
GO,INHUMAS,7746,8274,9462,10068
GO,IPAMERI,3628,3878,4381,4736
GO,IPIRANGA DE GOIAS,245,275,330,369
GO,IPORA,7386,7898,8741,8937
GO,ISRAELANDIA,352,344,393,412
GO,ITABERAI,6102,6745,7618,8355
GO,ITAGUARI,411,440,504,530
GO,ITAGUARU,567,589,675,691
GO,ITAJA,735,803,855,899
GO,ITAPACI,2778,3343,4028,4415
GO,ITAPIRAPUA,770,895,995,1084
GO,ITAPURANGA,2892,3132,3578,3850
GO,ITARUMA,749,771,917,902
GO,ITAUCU,807,1019,1259,1436
GO,ITUMBIARA,19184,20590,23581,24859
GO,IVOLANDIA,214,237,290,329
GO,JANDAIA,715,743,889,971
GO,JARAGUA,3695,4066,4765,5244
GO,JATAI,18558,20144,23850,25456
GO,JAUPACI,287,321,387,363
GO,JESUPOLIS,124,152,176,191
GO,JOVIANIA,1323,1423,1629,1737
GO,JUSSARA,3107,3292,3821,4121
GO,LAGOA SANTA,168,187,230,255
GO,LEOPOLDO DE BULHOES,638,749,968,1004
GO,LUZIANIA,19603,21674,25979,27687
GO,MAIRIPOTABA,302,302,344,378
GO,MAMBAI,693,783,944,1159
GO,MARA ROSA,1271,1349,1696,1907
GO,MARZAGAO,276,326,439,492
GO,MATRINCHA,395,431,540,618
GO,MAURILANDIA,1692,1861,2461,2504
GO,MIMOSO DE GOIAS,125,150,184,199
GO,MINACU,3273,3775,4707,5196
GO,MINEIROS,11675,12532,14701,16235
GO,MOIPORA,149,189,241,261
GO,MONTE ALEGRE DE GOIAS,307,368,462,486
GO,MONTES CLAROS DE GOIAS,1078,1243,1646,1797
GO,MONTIVIDIU,2367,2548,2952,3185
GO,MONTIVIDIU DO NORTE,248,230,288,351
GO,MORRINHOS,7536,8106,9689,10416
GO,MORRO AGUDO DE GOIAS,267,290,360,411
GO,MOSSAMEDES,472,488,576,596
GO,MOZARLANDIA,1867,2228,2667,3046
GO,MUNDO NOVO,513,620,775,909
GO,MUTUNOPOLIS,298,291,383,452
GO,NAZARIO,778,886,1084,1271
GO,NEROPOLIS,3927,4338,5085,5468
GO,NIQUELANDIA,4089,4446,5292,5727
GO,NOVA AMERICA,153,186,213,248
GO,NOVA AURORA,316,305,361,386
GO,NOVA CRIXAS,1227,1391,1863,2047
GO,NOVA GLORIA,751,787,926,1022
GO,NOVA IGUACU DE GOIAS,286,339,409,465
GO,NOVA ROMA,192,205,257,267
GO,NOVA VENEZA,1042,1154,1308,1456
GO,NOVO BRASIL,236,275,340,411
GO,NOVO GAMA,7238,7822,9583,9930
GO,NOVO PLANALTO,336,358,507,534
GO,ORIZONA,1862,2000,2448,2656
GO,OURO VERDE DE GOIAS,324,338,409,424
GO,OUVIDOR,1060,1166,1457,1607
GO,PADRE BERNARDO,2279,2616,3158,3366
GO,PALESTINA DE GOIAS,333,362,427,447
GO,PALMEIRAS DE GOIAS,3397,3769,4667,4950
GO,PALMELO,270,296,348,383
GO,PALMINOPOLIS,476,520,606,646
GO,PANAMA,328,343,430,436
GO,PARANAIGUARA,1344,1428,1596,1686
GO,PARAUNA,1624,1645,2001,2175
GO,PEROLANDIA,333,393,477,567
GO,PETROLINA DE GOIAS,848,956,1058,1149
GO,PILAR DE GOIAS,220,257,291,331
GO,PIRACANJUBA,2827,3067,3638,3964
GO,PIRANHAS,1315,1456,1723,1791
GO,PIRENOPOLIS,2436,2762,3239,3342
GO,PIRES DO RIO,5065,5443,6237,6846
GO,PLANALTINA,8030,8873,10630,11327
GO,PONTALINA,2270,2424,2790,2933
GO,PORANGATU,5340,5729,6715,7230
GO,PORTEIRAO,609,722,974,1125
GO,PORTELANDIA,441,496,588,654
GO,POSSE,4392,4854,5643,5914
GO,PROFESSOR JAMIL,360,373,492,505
GO,QUIRINOPOLIS,9468,10131,12034,12885
GO,RIALMA,1462,1626,1949,2128
GO,RIANAPOLIS,455,521,611,659
GO,RIO QUENTE,522,555,714,759
GO,RIO VERDE,39518,43255,50823,54845
GO,RUBIATABA,2777,3009,3604,3821
GO,SANCLERLANDIA,1034,1085,1230,1351
GO,SANTA BARBARA DE GOIAS,602,635,783,838
GO,SANTA CRUZ DE GOIAS,207,227,273,297
GO,SANTA FE DE GOIAS,664,705,881,994
GO,SANTA HELENA DE GOIAS,6314,7068,8298,8924
GO,SANTA ISABEL,249,279,327,374
GO,SANTA RITA DO ARAGUAIA,1051,1106,1341,1426
GO,SANTA RITA DO NOVO DESTINO,175,219,270,313
GO,SANTA ROSA DE GOIAS,258,284,330,372
GO,SANTA TEREZA DE GOIAS,346,342,405,467
GO,SANTA TEREZINHA DE GOIAS,861,935,1063,1147
GO,SANTO ANTONIO DA BARRA,469,515,648,736
GO,SANTO ANTONIO DE GOIAS,847,931,1130,1233
GO,SANTO ANTONIO DO DESCOBERTO,4790,5154,6209,6691
GO,SAO DOMINGOS,728,812,943,1034
GO,SAO FRANCISCO DE GOIAS,438,502,614,664
GO,SAO JOAO DA PARAUNA,289,292,316,343
GO,SAO JOAO DALIANCA,889,963,1198,1313
GO,SAO LUIS DE MONTES BELOS,4802,5236,6071,6269
GO,SAO LUIZ DO NORTE,384,456,624,641
GO,SAO MIGUEL DO ARAGUAIA,2783,3060,3718,3964
GO,SAO MIGUEL DO PASSA QUATRO,324,336,402,472
GO,SAO PATRICIO,253,280,338,366
GO,SAO SIMAO,2533,2748,3181,3477
GO,SENADOR CANEDO,14174,16657,21297,23983
GO,SERRANOPOLIS,1332,1481,1731,1829
GO,SILVANIA,2615,2819,3420,3768
GO,SIMOLANDIA,394,442,515,543
GO,SITIO DABADIA,121,138,187,235
GO,TAQUARAL DE GOIAS,443,539,514,528
GO,TERESINA DE GOIAS,131,142,169,190
GO,TEREZOPOLIS DE GOIAS,594,622,706,776
GO,TRES RANCHOS,282,331,391,410
GO,TRINDADE,15487,17063,21001,22916
GO,TROMBAS,250,260,291,312
GO,TURVANIA,644,658,739,754
GO,TURVELANDIA,643,700,891,971
GO,UIRAPURU,232,280,340,371
GO,URUACU,5454,6142,7618,8191
GO,URUANA,1122,1223,1551,1742
GO,URUTAI,517,543,679,730
GO,VALPARAISO DE GOIAS,26524,28665,33458,34963
GO,VARJAO,385,376,428,465
GO,VIANOPOLIS,1803,1950,2381,2564
GO,VICENTINOPOLIS,1406,1515,1972,2159
GO,VILA BOA,265,344,451,508
GO,VILA PROPICIO,306,333,482,530
MA,ACAILANDIA,9988,11036,13256,14323
MA,AFONSO CUNHA,128,146,187,227
MA,AGUA DOCE DO MARANHAO,288,322,396,493
MA,ALCANTARA,824,885,1005,1145
MA,ALDEIAS ALTAS,425,441,645,788
MA,ALTAMIRA DO MARANHAO,246,295,366,404
MA,ALTO ALEGRE DO MARANHAO,451,489,692,878
MA,ALTO ALEGRE DO PINDARE,885,941,1167,1291
MA,ALTO PARNAIBA,842,901,957,1011
MA,AMAPA DO MARANHAO,219,221,265,305
MA,AMARANTE DO MARANHAO,1006,1251,1490,1684
MA,ANAJATUBA,735,784,991,1104
MA,ANAPURUS,599,628,760,875
MA,APICUM-ACU,306,380,529,729
MA,ARAGUANA,246,273,366,439
MA,ARAIOSES,900,925,1200,1287
MA,ARAME,710,852,1137,1198
MA,ARARI,1552,1956,2218,2843
MA,AXIXA,427,452,573,628
MA,BACABAL,6901,7405,8457,9188
MA,BACABEIRA,601,685,899,1066
MA,BACURI,564,694,769,827
MA,BACURITUBA,95,99,136,157
MA,BALSAS,11910,12812,15483,16783
MA,BARAO DE GRAJAU,920,1075,1300,1555
MA,BARRA DO CORDA,4229,4703,5529,6090
MA,BARREIRINHAS,2106,2747,2993,3429
MA,BELA VISTA DO MARANHAO,332,369,493,553
MA,BELAGUA,128,127,170,192
MA,BENEDITO LEITE,173,236,299,371
MA,BEQUIMAO,512,568,682,816
MA,BERNARDO DO MEARIM,194,218,301,382
MA,BOA VISTA DO GURUPI,260,225,410,488
MA,BOM JARDIM,906,991,1241,1496
MA,BOM JESUS DAS SELVAS,1079,1139,1402,1561
MA,BOM LUGAR,334,362,482,622
MA,BREJO,1226,1353,1716,2080
MA,BREJO DE AREIA,132,167,268,304
MA,BURITI,985,1424,2127,2672
MA,BURITI BRAVO,651,708,795,1021
MA,BURITICUPU,2165,2613,3459,3695
MA,BURITIRANA,329,353,462,489
MA,CACHOEIRA GRANDE,214,182,230,297
MA,CAJAPIO,178,190,235,333
MA,CAJARI,237,274,376,448
MA,CAMPESTRE DO MARANHAO,744,937,1216,1365
MA,CANDIDO MENDES,555,555,671,773
MA,CANTANHEDE,604,592,741,919
MA,CAPINZAL DO NORTE,501,522,606,675
MA,CAROLINA,1992,2218,2538,2489
MA,CARUTAPERA,837,911,1097,1302
MA,CAXIAS,10425,10639,12532,13551
MA,CEDRAL,244,227,333,409
MA,CENTRAL DO MARANHAO,127,226,305,230
MA,CENTRO DO GUILHERME,181,539,743,412
MA,CENTRO NOVO DO MARANHAO,501,602,726,786
MA,CHAPADINHA,4058,4439,5139,5549
MA,CIDELANDIA,601,702,839,892
MA,CODO,4597,5362,6044,6867
MA,COELHO NETO,1785,1946,2472,2670
MA,COLINAS,1576,1678,2098,2270
MA,CONCEICAO DO LAGO-ACU,392,379,511,573
MA,COROATA,2137,2529,3124,3436
MA,CURURUPU,1303,1194,1456,1694
MA,DAVINOPOLIS,631,754,969,1071
MA,DOM PEDRO,1171,1247,1430,1621
MA,DUQUE BACELAR,309,340,495,628
MA,ESPERANTINOPOLIS,754,761,988,1172
MA,ESTREITO,2341,2577,3112,3421
MA,FEIRA NOVA DO MARANHAO,213,251,297,363
MA,FERNANDO FALCAO,162,189,233,270
MA,FORMOSA DA SERRA NEGRA,583,610,770,873
MA,FORTALEZA DOS NOGUEIRAS,920,976,1153,1269
MA,FORTUNA,606,647,814,1029
MA,GODOFREDO VIANA,511,612,792,938
MA,GONCALVES DIAS,478,510,791,933
MA,GOVERNADOR ARCHER,334,322,408,467
MA,GOVERNADOR EDISON LOBAO,832,843,1163,1396
MA,GOVERNADOR EUGENIO BARROS,544,571,751,845
MA,GOVERNADOR LUIZ ROCHA,201,217,315,400
MA,GOVERNADOR NEWTON BELLO,199,194,291,421
MA,GOVERNADOR NUNES FREIRE,911,958,1251,1352
MA,GRACA ARANHA,196,200,296,387
MA,GRAJAU,3549,3996,4852,5027
MA,GUIMARAES,431,423,512,612
MA,HUMBERTO DE CAMPOS,456,500,704,803
MA,ICATU,461,442,563,682
MA,IGARAPE DO MEIO,393,431,869,721
MA,IGARAPE GRANDE,443,459,558,737
MA,IMPERATRIZ,37536,40484,46470,47928
MA,ITAIPAVA DO GRAJAU,219,283,345,464
MA,ITAPECURU MIRIM,2664,2940,3614,4086
MA,ITINGA DO MARANHAO,1348,1531,1830,1818
MA,JATOBA,132,174,230,262
MA,JENIPAPO DOS VIEIRAS,232,314,483,550
MA,JOAO LISBOA,1387,1799,1921,2076
MA,JOSELANDIA,430,453,607,701
MA,JUNCO DO MARANHAO,144,149,223,247
MA,LAGO DA PEDRA,2279,2359,2762,2942
MA,LAGO DO JUNCO,346,368,465,532
MA,LAGO DOS RODRIGUES,377,452,558,611
MA,LAGO VERDE,410,436,575,649
MA,LAGOA DO MATO,251,286,468,604
MA,LAGOA GRANDE DO MARANHAO,286,315,349,463
MA,LAJEADO NOVO,278,296,376,445
MA,LIMA CAMPOS,538,592,734,854
MA,LORETO,466,522,655,826
MA,LUIS DOMINGUES,283,288,333,348
MA,MAGALHAES DE ALMEIDA,568,604,732,831
MA,MARACACUME,676,703,869,1016
MA,MARAJA DO SENA,194,208,231,265
MA,MARANHAOZINHO,215,500,839,475
MA,MATA ROMA,532,568,716,869
MA,MATINHA,613,663,871,967
MA,MATOES,665,713,953,1118
