uf,municipio,d2018,d2019,d2020,d2021
RS,PALMEIRA DAS MISSOES,5187,5454,5537,5847
RS,PALMITINHO,750,775,820,922
RS,PANAMBI,8193,8697,9134,9758
RS,PANTANO GRANDE,1179,1240,1318,1422
RS,PARAI,1160,1235,1316,1443
RS,PARAISO DO SUL,478,509,535,604
RS,PARECI NOVO,567,613,684,756
RS,PAROBE,5156,5456,5757,6298
RS,PASSA SETE,185,195,203,222
RS,PASSO DO SOBRADO,490,511,530,596
RS,PASSO FUNDO,43355,46027,47958,51392
RS,PAULO BENTO,244,294,315,360
RS,PAVERAMA,540,534,552,599
RS,PEDRAS ALTAS,115,137,154,165
RS,PEDRO OSORIO,834,855,908,978
RS,PEJUCARA,639,675,675,776
RS,PELOTAS,61444,63552,65256,68388
RS,PICADA CAFE,1000,1111,1122,1164
RS,PINHAL,352,355,383,470
RS,PINHAL DA SERRA,242,248,255,290
RS,PINHAL GRANDE,416,427,437,480
RS,PINHEIRINHO DO VALE,238,282,309,336
RS,PINHEIRO MACHADO,1637,1704,1679,1801
RS,PINTO BANDEIRA,323,398,455,506
RS,PIRAPO,198,225,223,271
RS,PIRATINI,1815,2001,2045,2225
RS,PLANALTO,1031,1038,1140,1155
RS,POCO DAS ANTAS,276,287,308,353
RS,PONTAO,368,382,426,487
RS,PONTE PRETA,148,154,200,223
RS,PORTAO,5042,5496,5866,6269
RS,PORTO ALEGRE,457688,468772,476287,485568
RS,PORTO LUCENA,561,516,551,591
RS,PORTO MAUA,212,239,269,312
RS,PORTO VERA CRUZ,125,144,139,160
RS,PORTO XAVIER,1355,1425,1577,1650
RS,POUSO NOVO,186,213,222,238
RS,PRESIDENTE LUCENA,452,495,532,605
RS,PROGRESSO,416,426,466,478
RS,PROTASIO ALVES,267,293,318,367
RS,PUTINGA,344,372,393,451
RS,QUARAI,3331,3557,3858,4170
RS,QUATRO IRMAOS,149,173,206,247
RS,QUEVEDOS,239,250,290,299
RS,QUINZE DE NOVEMBRO,879,929,955,1031
RS,REDENTORA,499,504,532,603
RS,RELVADO,247,244,271,299
RS,RESTINGA SECA,1962,2036,2074,2285
RS,RIO DOS INDIOS,218,222,221,283
RS,RIO GRANDE,40053,41072,41496,43911
RS,RIO PARDO,4242,4342,4539,4735
RS,RIOZINHO,410,442,446,431
RS,ROCA SALES,1147,1211,1296,1403
RS,RODEIO BONITO,732,805,861,991
RS,ROLADOR,169,205,218,257
RS,ROLANTE,2196,2324,2499,2592
RS,RONDA ALTA,1256,1329,1429,1505
RS,RONDINHA,660,686,736,865
RS,ROQUE GONZALES,686,728,739,806
RS,ROSARIO DO SUL,5655,5870,6003,6477
RS,SAGRADA FAMILIA,230,237,224,273
RS,SALDANHA MARINHO,479,520,548,612
RS,SALTO DO JACUI,1527,1549,1629,1664
RS,SALVADOR DAS MISSOES,383,414,478,592
RS,SALVADOR DO SUL,1289,1410,1538,1744
RS,SANANDUVA,2445,2587,2663,2932
RS,SANTA BARBARA DO SUL,1382,1465,1525,1636
RS,SANTA CECILIA DO SUL,171,172,223,273
RS,SANTA CLARA DO SUL,697,765,816,930
RS,SANTA CRUZ DO SUL,27387,28681,30043,31834
RS,SANTA MARGARIDA DO SUL,199,200,215,225
RS,SANTA MARIA,65484,68286,70866,74143
RS,SANTA MARIA DO HERVAL,781,822,916,1013
RS,SANTA ROSA,13639,14565,15235,16573
RS,SANTA TEREZA,201,218,241,239
RS,SANTA VITORIA DO PALMAR,4946,5076,5136,5465
RS,SANTANA DA BOA VISTA,715,680,728,783
RS,SANTANA DO LIVRAMENTO,12713,13143,13516,14466
RS,SANTIAGO,9341,9869,10173,11020
RS,SANTO ANGELO,13871,14668,15294,16334
RS,SANTO ANTONIO DA PATRULHA,5778,6136,6333,6721
RS,SANTO ANTONIO DAS MISSOES,1171,1231,1305,1398
RS,SANTO ANTONIO DO PALMA,220,237,254,309
RS,SANTO ANTONIO DO PLANALTO,325,352,376,423
RS,SANTO AUGUSTO,2178,2235,2320,2540
RS,SANTO CRISTO,1975,2173,2413,2868
RS,SANTO EXPEDITO DO SUL,200,221,236,263
RS,SAO BORJA,9565,9937,10171,10970
RS,SAO DOMINGOS DO SUL,500,506,521,562
RS,SAO FRANCISCO DE ASSIS,1873,1995,2066,2229
RS,SAO FRANCISCO DE PAULA,2218,2424,2513,2851
RS,SAO GABRIEL,9573,9825,10057,10574
RS,SAO JERONIMO,3085,3280,3310,3423
RS,SAO JOAO DA URTIGA,528,548,605,650
RS,SAO JOAO DO POLESINE,437,468,482,522
RS,SAO JORGE,317,359,371,429
RS,SAO JOSE DAS MISSOES,133,139,154,170
RS,SAO JOSE DO HERVAL,221,220,216,218
RS,SAO JOSE DO HORTENCIO,577,630,686,715
RS,SAO JOSE DO INHACORA,251,261,298,356
RS,SAO JOSE DO NORTE,2032,2143,2260,2595
RS,SAO JOSE DO OURO,1101,1134,1195,1402
RS,SAO JOSE DO SUL,340,368,412,444
RS,SAO JOSE DOS AUSENTES,385,410,425,476
RS,SAO LEOPOLDO,44390,46377,47700,50026
RS,SAO LOURENCO DO SUL,4856,5045,5066,5660
RS,SAO LUIZ GONZAGA,5780,6045,6379,6801
RS,SAO MARCOS,4496,4764,5098,5499
RS,SAO MARTINHO,573,624,700,910
RS,SAO MARTINHO DA SERRA,237,229,273,308
RS,SAO MIGUEL DAS MISSOES,768,794,849,930
RS,SAO NICOLAU,355,360,406,468
RS,SAO PAULO DAS MISSOES,429,436,540,556
RS,SAO PEDRO DA SERRA,617,687,786,885
RS,SAO PEDRO DAS MISSOES,116,123,122,171
RS,SAO PEDRO DO BUTIA,393,453,488,549
RS,SAO PEDRO DO SUL,2238,2266,2354,2453
RS,SAO SEBASTIAO DO CAI,3737,3996,4175,4459
RS,SAO SEPE,3545,3693,3832,4075
RS,SAO VALENTIM,384,401,454,564
RS,SAO VALENTIM DO SUL,246,252,264,300
RS,SAO VALERIO DO SUL,172,178,193,209
RS,SAO VENDELINO,473,516,548,611
RS,SAO VICENTE DO SUL,1244,1299,1341,1481
RS,SAPIRANGA,10205,10669,11254,11735
RS,SAPUCAIA DO SUL,22517,23975,24938,26606
RS,SARANDI,3473,3700,3942,4249
RS,SEBERI,1229,1268,1324,1403
RS,SEDE NOVA,220,230,245,322
RS,SEGREDO,395,443,426,463
RS,SELBACH,999,1047,1132,1265
RS,SENADOR SALGADO FILHO,199,227,241,263
RS,SENTINELA DO SUL,343,347,367,386
RS,SERAFINA CORREA,2733,2953,3129,3487
RS,SERIO,169,185,183,197
RS,SERTAO,1031,1055,1094,1188
RS,SERTAO SANTANA,533,569,644,671
RS,SETE DE SETEMBRO,166,152,173,217
RS,SEVERIANO DE ALMEIDA,327,357,384,432
RS,SILVEIRA MARTINS,371,398,404,451
RS,SINIMBU,594,611,657,673
RS,SOBRADINHO,1908,1922,1977,2116
RS,SOLEDADE,4866,5068,5231,5701
RS,TABAI,321,358,376,460
RS,TAPEJARA,3710,4027,4427,4924
RS,TAPERA,1911,2035,2072,2277
RS,TAPES,2196,2232,2300,2420
RS,TAQUARA,8697,9020,9409,9692
RS,TAQUARI,3746,3934,4109,4471
RS,TAQUARUCU DO SUL,328,366,374,423
RS,TAVARES,423,447,493,524
RS,TENENTE PORTELA,1621,1675,1820,2057
RS,TERRA DE AREIA,961,1012,1100,1208
RS,TEUTONIA,5040,5356,5708,6182
RS,TIO HUGO,538,551,592,667
RS,TIRADENTES DO SUL,282,283,294,339
RS,TOROPI,197,193,212,236
RS,TORRES,7008,7572,8121,8817
RS,TRAMANDAI,7796,8224,8853,9432
RS,TRAVESSEIRO,190,213,234,252
RS,TRES ARROIOS,293,316,347,400
RS,TRES CACHOEIRAS,1316,1398,1409,1472
RS,TRES COROAS,3032,3136,3350,3275
RS,TRES DE MAIO,3863,4080,4280,4823
RS,TRES FORQUILHAS,194,190,206,257
RS,TRES PALMEIRAS,549,534,558,610
RS,TRES PASSOS,3760,3949,4240,4635
RS,TRINDADE DO SUL,557,609,662,748
RS,TRIUNFO,3949,4232,4474,4753
RS,TUCUNDUVA,882,924,982,1073
RS,TUNAS,284,277,293,336
RS,TUPANCI DO SUL,164,175,190,224
RS,TUPANCIRETA,3343,3465,3562,3804
RS,TUPANDI,748,872,933,1052
RS,TUPARENDI,1085,1165,1181,1406
RS,TURUCU,211,232,230,252
RS,UBIRETAMA,118,132,144,189
RS,UNIAO DA SERRA,157,169,171,203
RS,UNISTALDA,181,204,229,245
RS,URUGUAIANA,19259,19977,20298,21364
RS,VACARIA,10365,10746,11201,12026
RS,VALE DO SOL,509,555,570,652
RS,VALE REAL,1132,1155,1268,1347
RS,VALE VERDE,221,241,253,282
RS,VANINI,267,256,281,302
RS,VENANCIO AIRES,8531,9061,9610,10401
RS,VERA CRUZ,3020,3245,3443,3771
RS,VERANOPOLIS,5530,5816,6137,6505
RS,VESPASIANO CORREA,174,193,213,285
RS,VIADUTOS,694,735,764,833
RS,VIAMAO,33489,35357,36040,38016
RS,VICENTE DUTRA,241,254,276,318
RS,VICTOR GRAEFF,792,825,865,906
RS,VILA FLORES,643,712,759,850
RS,VILA LANGARO,259,287,320,405
RS,VILA MARIA,585,637,756,900
RS,VILA NOVA DO SUL,445,433,468,515
RS,VISTA ALEGRE,282,284,286,328
RS,VISTA ALEGRE DO PRATA,199,204,221,284
RS,VISTA GAUCHA,236,246,254,292
RS,VITORIA DAS MISSOES,312,347,360,408
RS,WESTFALIA,582,587,628,640
RS,XANGRI-LA,2617,2609,2756,3158
SC,ABDON BATISTA,227,278,260,332
SC,ABELARDO LUZ,1590,1690,1804,2030
SC,AGROLANDIA,1334,1411,1522,1778
SC,AGRONOMICA,753,849,899,994
SC,AGUA DOCE,897,962,1049,1139
SC,AGUAS DE CHAPECO,398,412,451,504
SC,AGUAS FRIAS,269,293,321,390
SC,AGUAS MORNAS,643,700,734,836
SC,ALFREDO WAGNER,529,601,625,716
SC,ALTO BELA VISTA,243,260,275,320
SC,ANCHIETA,555,589,640,700
SC,ANGELINA,384,452,469,528
SC,ANITA GARIBALDI,698,738,786,822
SC,ANITAPOLIS,320,363,360,417
SC,ANTONIO CARLOS,1423,1552,1603,1890
SC,APIUNA,1060,1132,1163,1243
SC,ARABUTA,357,410,442,526
SC,ARAQUARI,3102,3692,4087,5012
SC,ARARANGUA,9281,9890,10388,11417
SC,ARMAZEM,866,919,979,1145
SC,ARROIO TRINTA,508,542,631,707
SC,ARVOREDO,181,213,223,279
SC,ASCURRA,1084,1168,1197,1265
SC,ATALANTA,331,378,422,451
SC,AURORA,601,679,700,812
SC,BALNEARIO ARROIO DO SILVA,1173,1297,1422,1645
SC,BALNEARIO BARRA DO SUL,1246,1411,1549,1847
SC,BALNEARIO CAMBORIU,37068,39421,40816,44257
SC,BALNEARIO DE PICARRAS,3827,4088,4372,5216
SC,BALNEARIO GAIVOTA,961,1106,1245,1459
SC,BALNEARIO RINCAO,1073,1231,1348,1643
SC,BANDEIRANTE,132,165,201,235
SC,BARRA BONITA,111,121,138,162
SC,BARRA VELHA,4775,5189,5632,6563
SC,BELA VISTA DO TOLDO,215,231,258,323
SC,BELMONTE,244,242,280,282
SC,BENEDITO NOVO,1393,1474,1604,1752
SC,BIGUACU,9883,10714,11598,13049
SC,BLUMENAU,87096,91755,95848,102800
SC,BOCAINA DO SUL,221,240,225,270
SC,BOM JARDIM DA SERRA,480,494,490,562
SC,BOM JESUS,279,299,302,324
SC,BOM JESUS DO OESTE,163,172,189,210
SC,BOM RETIRO,703,745,833,912
SC,BOMBINHAS,3097,3307,3598,4040
SC,BOTUVERA,846,896,1030,1093
SC,BRACO DO NORTE,4294,4515,4821,5262
SC,BRACO DO TROMBUDO,784,782,810,894
SC,BRUNOPOLIS,183,209,223,241
SC,BRUSQUE,25360,27155,29224,31545
SC,CACADOR,11256,11866,12575,13276
SC,CAIBI,646,733,781,852
SC,CALMON,149,169,169,200
SC,CAMBORIU,10991,12317,13331,15546
SC,CAMPO ALEGRE,1151,1230,1325,1514
SC,CAMPO BELO DO SUL,584,628,666,789
SC,CAMPO ERE,908,986,1000,1133
SC,CAMPOS NOVOS,4966,5213,5541,6414
SC,CANELINHA,968,1026,1113,1256
SC,CANOINHAS,7667,8192,8564,9511
SC,CAPAO ALTO,172,177,182,211
SC,CAPINZAL,3617,3802,4107,4421
SC,CAPIVARI DE BAIXO,3390,3657,3726,4085
SC,CATANDUVAS,1496,1581,1689,1838
SC,CAXAMBU DO SUL,375,434,400,492
SC,CELSO RAMOS,191,212,221,238
SC,CERRO NEGRO,141,159,156,188
SC,CHAPADAO DO LAGEADO,169,198,206,236
SC,CHAPECO,43745,47337,50279,55243
SC,COCAL DO SUL,3305,3499,3734,4106
SC,CONCORDIA,14378,15293,16273,18086
SC,CORDILHEIRA ALTA,595,661,713,848
SC,CORONEL FREITAS,1161,1268,1378,1536
SC,CORONEL MARTINS,141,158,159,187
SC,CORREIA PINTO,1836,1979,2016,2283
SC,CORUPA,2181,2348,2414,2658
SC,CRICIUMA,41384,43814,45629,49340
SC,CUNHA PORA,1271,1381,1475,1645
SC,CUNHATAI,161,177,201,252
SC,CURITIBANOS,5856,6088,6330,6940
SC,DESCANSO,891,942,1054,1162
SC,DIONISIO CERQUEIRA,1523,1638,1771,1933
SC,DONA EMMA,339,375,436,464
SC,DOUTOR PEDRINHO,383,400,431,453
SC,ENTRE RIOS,105,120,144,183
SC,ERMO,224,227,241,291
SC,ERVAL VELHO,480,491,521,586
SC,FAXINAL DOS GUEDES,1410,1493,1593,1798
SC,FLOR DO SERTAO,151,148,166,186
SC,FLORIANOPOLIS,157599,165954,172535,184188
SC,FORMOSA DO SUL,190,215,230,250
SC,FORQUILHINHA,3226,3526,3865,4291
SC,FRAIBURGO,4662,4920,5206,5555
SC,FREI ROGERIO,203,223,230,270
SC,GALVAO,313,321,331,378
SC,GAROPABA,3621,4045,4409,4993
SC,GARUVA,1765,1888,2080,2391
SC,GASPAR,11465,12087,12606,13915
SC,GOVERNADOR CELSO RAMOS,1907,2183,2318,2732
SC,GRAO PARA,706,774,855,904
SC,GRAVATAL,1502,1652,1728,1877
SC,GUABIRUBA,3989,4359,4631,4980
SC,GUARACIABA,1063,1155,1316,1425
SC,GUARAMIRIM,6732,7391,7663,8608
SC,GUARUJA DO SUL,498,526,577,657
SC,GUATAMBU,679,842,982,1121
SC,HERVAL DOESTE,3512,3730,3912,4386
SC,IBIAM,234,265,292,330
SC,IBICARE,390,438,481,537
SC,IBIRAMA,3296,3480,3723,3890
SC,ICARA,7967,8681,9136,9948
SC,ILHOTA,1730,1838,1933,2188
SC,IMARUI,848,891,949,1032
SC,IMBITUBA,7185,7581,8238,9238
SC,IMBUIA,457,499,513,578
SC,INDAIAL,10617,11383,12117,13445
SC,IOMERE,448,482,521,582
SC,IPIRA,409,455,497,532
SC,IPORA DO OESTE,893,969,1068,1243
SC,IPUACU,404,443,483,530
SC,IPUMIRIM,662,733,799,901
SC,IRACEMINHA,293,333,370,446
SC,IRANI,1309,1410,1444,1560
SC,IRATI,144,158,185,199
SC,IRINEOPOLIS,644,703,704,807
SC,ITA,992,1064,1175,1260
SC,ITAIOPOLIS,1735,1839,1912,2169
SC,ITAJAI,44994,48291,51643,57893
SC,ITAPEMA,12402,13632,14400,16641
SC,ITAPIRANGA,2154,2387,2609,2994
SC,ITAPOA,3457,3647,3930,4480
SC,ITUPORANGA,3535,3705,3852,4293
SC,JABORA,398,424,443,500
SC,JACINTO MACHADO,977,1057,1124,1242
SC,JAGUARUNA,2022,2250,2431,2741
SC,JARAGUA DO SUL,39442,42087,44698,48843
SC,JARDINOPOLIS,204,213,229,233
SC,JOACABA,7657,7934,8289,8831
SC,JOINVILLE,131603,139826,147199,158686
SC,JOSE BOITEUX,295,340,350,407
SC,JUPIA,207,207,223,264
SC,LACERDOPOLIS,401,455,488,548
SC,LAGES,28429,30474,31088,33894
SC,LAGUNA,6803,7111,7223,7877
SC,LAJEADO GRANDE,155,166,189,204
SC,LAURENTINO,1091,1150,1222,1362
SC,LAURO MULLER,2825,2970,3151,3293
SC,LEBON REGIS,640,678,726,840
SC,LEOBERTO LEAL,219,237,266,275
SC,LINDOIA DO SUL,273,297,330,373
SC,LONTRAS,1423,1516,1601,1776
SC,LUIZ ALVES,1584,1823,1858,2096
SC,LUZERNA,1240,1349,1371,1509
SC,MACIEIRA,119,132,135,147
SC,MAFRA,8102,8506,9044,9733
SC,MAJOR GERCINO,253,274,306,335
SC,MAJOR VIEIRA,345,393,408,475
SC,MARACAJA,831,892,917,1074
SC,MARAVILHA,3937,4190,4420,5052
SC,MAREMA,160,197,202,228
SC,MASSARANDUBA,2465,2618,2766,3031
SC,MATOS COSTA,165,173,188,231
SC,MELEIRO,1015,1063,1164,1284
SC,MIRIM DOCE,223,237,255,277
SC,MODELO,547,558,598,645
SC,MONDAI,1109,1271,1302,1541
SC,MONTE CARLO,631,664,693,808
SC,MONTE CASTELO,613,620,633,704
SC,MORRO DA FUMACA,2336,2397,2559,2832
SC,MORRO GRANDE,343,342,344,389
SC,NAVEGANTES,11247,11797,12707,14704
SC,NOVA ERECHIM,608,623,679,780
SC,NOVA ITABERABA,325,371,383,474
SC,NOVA TRENTO,1802,1921,2048,2214
SC,NOVA VENEZA,2141,2260,2387,2605
SC,NOVO HORIZONTE,165,183,204,258
SC,ORLEANS,3542,3688,3940,4280
SC,OTACILIO COSTA,2743,2831,2818,3365
SC,OURO,951,1013,1084,1151
SC,OURO VERDE,162,176,198,207
SC,PAIAL,166,171,165,211
SC,PAINEL,152,185,184,202
SC,PALHOCA,31825,35109,37801,42722
SC,PALMA SOLA,569,617,666,758
SC,PALMEIRA,189,203,215,272
SC,PALMITOS,1630,1775,1921,2156
SC,PAPANDUVA,1639,1716,1785,1967
SC,PARAISO,315,327,340,374
SC,PASSO DE TORRES,851,1000,1145,1379
SC,PASSOS MAIA,354,331,342,370
SC,PAULO LOPES,793,891,968,1102
SC,PEDRAS GRANDES,408,426,465,517
SC,PENHA,4482,4829,5044,5722
SC,PERITIBA,374,406,415,475
SC,PESCARIA BRAVA,658,744,838,989
SC,PETROLANDIA,622,650,660,751
SC,PINHALZINHO,3282,3539,3859,4388
SC,PINHEIRO PRETO,488,525,581,621
SC,PIRATUBA,681,734,774,824
SC,PLANALTO ALEGRE,278,285,288,316
SC,POMERODE,7553,7931,8325,8887
SC,PONTE ALTA,474,484,478,541
SC,PONTE ALTA DO NORTE,273,278,265,303
SC,PONTE SERRADA,1126,1197,1249,1368
SC,PORTO BELO,3206,3544,3902,4568
SC,PORTO UNIAO,4934,5246,5425,5881
SC,POUSO REDONDO,1687,1797,1922,2183
SC,PRAIA GRANDE,686,719,794,926
SC,PRESIDENTE CASTELLO BRANCO,153,183,182,244
SC,PRESIDENTE GETULIO,2009,2227,2324,2499
SC,PRESIDENTE NEREU,156,158,182,201
SC,PRINCESA,204,227,240,293
SC,QUILOMBO,1136,1256,1330,1517
SC,RANCHO QUEIMADO,453,489,545,600
SC,RIO DAS ANTAS,526,570,619,681
SC,RIO DO CAMPO,565,596,621,679
SC,RIO DO OESTE,600,639,640,738
SC,RIO DO SUL,14535,15221,15960,17494
SC,RIO DOS CEDROS,1320,1485,1560,1750
SC,RIO FORTUNA,518,547,591,650
SC,RIO NEGRINHO,4880,5233,5605,6226
SC,RIO RUFINO,155,156,175,197
SC,RIQUEZA,300,342,380,438
SC,RODEIO,1700,1851,2001,2125
SC,ROMELANDIA,406,419,466,543
SC,SALETE,919,1028,1057,1331
SC,SALTINHO,204,211,202,227
SC,SALTO VELOSO,599,636,670,764
SC,SANGAO,694,776,875,971
SC,SANTA CECILIA,1276,1471,1507,1677
SC,SANTA HELENA,223,236,245,251
SC,SANTA ROSA DE LIMA,247,263,290,298
SC,SANTA ROSA DO SUL,664,699,761,799
SC,SANTA TEREZINHA,308,352,351,430
SC,SANTA TEREZINHA DO PROGRESSO,215,215,219,199
SC,SANTIAGO DO SUL,141,148,150,169
SC,SANTO AMARO DA IMPERATRIZ,3823,4130,4291,4928
SC,SAO BENTO DO SUL,13195,13953,14971,16405
SC,SAO BERNARDINO,162,187,199,228
SC,SAO BONIFACIO,246,257,279,287
SC,SAO CARLOS,1407,1473,1621,1741
SC,SAO CRISTOVAO DO SUL,368,399,401,463
SC,SAO DOMINGOS,1192,1242,1283,1414
SC,SAO FRANCISCO DO SUL,9426,9973,10356,11296
SC,SAO JOAO BATISTA,2737,3008,3221,3487
SC,SAO JOAO DO ITAPERIU,376,408,476,544
SC,SAO JOAO DO OESTE,758,798,878,1013
SC,SAO JOAO DO SUL,424,464,517,550
SC,SAO JOAQUIM,3509,3578,3817,4054
SC,SAO JOSE,59785,64171,67349,72997
SC,SAO JOSE DO CEDRO,1497,1621,1728,1932
SC,SAO JOSE DO CERRITO,473,490,506,548
SC,SAO LOURENCO DO OESTE,3021,3281,3480,4012
SC,SAO LUDGERO,1787,1952,2177,2374
SC,SAO MARTINHO,336,373,399,430
SC,SAO MIGUEL DA BOA VISTA,137,146,161,185
SC,SAO MIGUEL DO OESTE,8605,9213,9882,10848
SC,SAO PEDRO DE ALCANTARA,781,842,855,993
SC,SAUDADES,1162,1299,1380,1533
SC,SCHROEDER,3225,3568,3827,4164
SC,SEARA,1968,2187,2400,2749
SC,SERRA ALTA,359,391,404,443
SC,SIDEROPOLIS,2532,2680,2734,2806
SC,SOMBRIO,2851,3005,3059,3312
SC,SUL BRASIL,201,221,227,230
SC,TAIO,2611,2808,2886,3155
SC,TANGARA,1150,1262,1348,1485
SC,TIGRINHOS,122,142,170,199
SC,TIJUCAS,5981,6628,7216,8452
SC,TIMBE DO SUL,392,433,458,519
SC,TIMBO,8889,9560,10197,11050
SC,TIMBO GRANDE,452,491,504,581
SC,TRES BARRAS,1946,2164,2230,2573
SC,TREVISO,895,993,980,1058
SC,TREZE DE MAIO,637,660,697,794
SC,TREZE TILIAS,1377,1475,1610,1803
SC,TROMBUDO CENTRAL,1174,1205,1245,1449
SC,TUBARAO,21659,22645,23645,25655
SC,TUNAPOLIS,525,598,662,740
SC,TURVO,1943,2072,2231,2433
SC,UNIAO DO OESTE,229,248,255,258
SC,URUBICI,1175,1249,1346,1512
SC,URUPEMA,294,304,310,321
SC,URUSSANGA,3954,4162,4358,4650
SC,VARGEAO,436,465,473,543
SC,VARGEM,142,164,160,191
SC,VARGEM BONITA,546,584,612,689
SC,VIDAL RAMOS,495,518,580,645
SC,VIDEIRA,9367,9744,10668,11730
SC,VITOR MEIRELES,328,343,368,427
SC,WITMARSUM,358,399,462,524
SC,XANXERE,8286,8829,9399,10357
SC,XAVANTINA,289,286,303,332
SC,XAXIM,3927,4253,4525,5082
SC,ZORTEA,380,462,537,587
SE,AMPARO DE SAO FRANCISCO,108,130,133,153
SE,AQUIDABA,770,818,910,918
SE,ARACAJU,127458,130651,133813,139493
SE,ARAUA,324,307,321,371
SE,AREIA BRANCA,572,587,601,650
SE,BARRA DOS COQUEIROS,3165,3647,4173,4927
SE,BOQUIM,1481,1517,1616,1776
SE,BREJO GRANDE,191,192,205,240
SE,CAMPO DO BRITO,1029,1076,1111,1197
SE,CANHOBA,105,96,99,108
SE,CANINDE DE SAO FRANCISCO,950,1066,1090,1244
SE,CAPELA,1540,1609,1701,1837
SE,CARIRA,862,997,1062,1103
SE,CARMOPOLIS,958,1022,1151,1289
SE,CEDRO DE SAO JOAO,338,339,348,378
SE,CRISTINAPOLIS,512,558,615,663
SE,CUMBE,131,140,148,182
SE,DIVINA PASTORA,183,195,207,232
SE,ESTANCIA,4961,5139,5419,5878
SE,FEIRA NOVA,163,165,186,185
SE,FREI PAULO,729,753,800,803
SE,GARARU,323,343,345,384
SE,GENERAL MAYNARD,171,193,208,232
SE,GRACCHO CARDOSO,207,223,236,268
SE,ILHA DAS FLORES,301,303,309,346
SE,INDIAROBA,433,449,458,550
SE,ITABAIANA,6689,7016,7507,7916
SE,ITABAIANINHA,1447,1430,1456,1593
SE,ITABI,238,231,243,260
SE,ITAPORANGA DAJUDA,1015,1127,1186,1318
SE,JAPARATUBA,863,915,987,1074
SE,JAPOATA,401,403,427,497
SE,LAGARTO,6008,6387,6839,7507
SE,LARANJEIRAS,1286,1442,1529,1622
SE,MACAMBIRA,265,268,295,293
SE,MALHADA DOS BOIS,132,153,160,163
SE,MALHADOR,542,515,544,572
SE,MARUIM,821,903,996,1085
SE,MOITA BONITA,543,563,540,572
SE,MONTE ALEGRE DE SERGIPE,423,476,534,599
SE,MURIBECA,293,309,331,366
SE,NEOPOLIS,1135,1130,1094,1176
SE,NOSSA SENHORA APARECIDA,310,326,330,354
SE,NOSSA SENHORA DA GLORIA,2020,2195,2339,2661
SE,NOSSA SENHORA DAS DORES,1235,1365,1475,1609
SE,NOSSA SENHORA DE LOURDES,242,255,264,297
SE,NOSSA SENHORA DO SOCORRO,9221,10446,10972,12358
SE,PACATUBA,392,402,466,514
SE,PEDRA MOLE,111,116,113,117
SE,PEDRINHAS,387,380,419,480
SE,PINHAO,191,190,199,201
SE,PIRAMBU,369,410,409,455
SE,POCO REDONDO,684,721,755,881
SE,POCO VERDE,797,862,976,1017
SE,PORTO DA FOLHA,894,949,992,1090
SE,PROPRIA,2247,2241,2323,2516
SE,RIACHAO DO DANTAS,472,483,508,559
SE,RIACHUELO,419,417,432,466
SE,RIBEIROPOLIS,970,1012,1046,1120
SE,ROSARIO DO CATETE,633,724,777,834
SE,SALGADO,812,894,956,1008
SE,SANTA LUZIA DO ITANHY,241,235,237,248
SE,SANTA ROSA DE LIMA,153,156,174,183
SE,SANTANA DO SAO FRANCISCO,271,286,299,359
SE,SANTO AMARO DAS BROTAS,707,756,833,891
SE,SAO CRISTOVAO,5979,6603,7150,7913
SE,SAO DOMINGOS,408,431,422,469
SE,SAO FRANCISCO,139,143,150,160
SE,SAO MIGUEL DO ALEIXO,125,121,133,144
SE,SIMAO DIAS,1927,1976,2097,2317
SE,SIRIRI,417,412,437,487
SE,TELHA,114,127,130,130
SE,TOBIAS BARRETO,3236,3136,3281,3388
SE,TOMAR DO GERU,328,327,366,369
SE,UMBAUBA,1034,1029,1088,1182
SP,ADAMANTINA,6650,7031,7354,7805
SP,ADOLFO,529,557,629,686
SP,AGUAI,4077,4333,4562,5006
SP,AGUAS DA PRATA,1276,1319,1401,1573
SP,AGUAS DE LINDOIA,3309,3492,3630,3836
SP,AGUAS DE SANTA BARBARA,1164,1163,1212,1349
SP,AGUAS DE SAO PEDRO,1430,1367,1349,1452
SP,AGUDOS,5607,5844,6125,6752
SP,ALAMBARI,533,582,603,667
SP,ALFREDO MARCONDES,510,554,587,626
SP,ALTAIR,487,512,507,567
SP,ALTINOPOLIS,2192,2313,2377,2558
SP,ALTO ALEGRE,442,443,501,532
SP,ALUMINIO,3292,3390,3656,3897
SP,ALVARES FLORENCE,455,496,541,588
SP,ALVARES MACHADO,2910,3140,3425,3894
SP,ALVARO DE CARVALHO,291,303,320,352
SP,ALVINLANDIA,252,279,308,340
SP,AMERICANA,61895,64821,67487,71534
SP,AMERICO BRASILIENSE,4786,5031,5259,5817
SP,AMERICO DE CAMPOS,851,884,903,994
SP,AMPARO,13562,14175,14715,15917
SP,ANALANDIA,649,710,793,846
SP,ANDRADINA,10141,10644,11258,12084
SP,ANGATUBA,2799,3090,3272,3523
SP,ANHEMBI,514,544,573,640
SP,ANHUMAS,390,412,461,516
SP,APARECIDA,5625,5929,5923,6079
SP,APARECIDA DOESTE,477,493,517,536
SP,APIAI,2506,2690,2726,2957
SP,ARACARIGUAMA,2169,2439,2656,3001
SP,ARACATUBA,39319,40698,42198,44689
SP,ARACOIABA DA SERRA,5439,5784,6201,6862
SP,ARAMINA,1056,1103,1145,1223
SP,ARANDU,614,658,675,804
